ndvi_mean,ndvi_variance,ndvi_min,ndvi_max,scene_name,acquisition_date,field_id
0.2277391254901886,0.03854290768504143,0.0,0.8239392042160034,eitelsried_maize,2025-04-02,eitelsried_maize
0.09820606559515,0.011189124546945095,0.0,0.8580043911933899,eitelsried_maize,2025-05-10,eitelsried_maize
0.08643154799938202,0.009313964284956455,0.0,0.8364970684051514,eitelsried_maize,2025-05-02,eitelsried_maize
0.1012100800871849,0.009527487680315971,0.0,0.7549019455909729,eitelsried_maize,2025-04-12,eitelsried_maize
0.08798598498106003,0.007978460751473904,0.0,0.7867928743362427,eitelsried_maize,2025-05-12,eitelsried_maize
0.09822075814008713,0.01179888192564249,0.0,0.8610310554504395,eitelsried_maize,2025-05-14,eitelsried_maize
0.21423779428005219,0.03427166864275932,0.0,0.7941818833351135,eitelsried_maize,2025-04-07,eitelsried_maize
0.21617554128170013,0.034858934581279755,0.0,0.8117995262145996,eitelsried_maize,2025-04-05,eitelsried_maize
0.2024783194065094,0.031099312007427216,0.0,0.8169826865196228,eitelsried_maize,2025-04-10,eitelsried_maize
0.0982220396399498,0.00879697035998106,0.0,0.714062511920929,eitelsried_maize,2025-04-14,eitelsried_maize
0.12311450392007828,0.01494209747761488,0.0,0.8542766571044922,eitelsried_maize,2025-05-30,eitelsried_maize
0.22119057178497314,0.03657432273030281,0.0,0.8341543674468994,eitelsried_maize,2025-04-04,eitelsried_maize
0.07272374629974365,0.0060381521470844746,0.0,0.5088226795196533,eitelsried_potatoe,2025-04-14,eitelsried_potatoe
0.06266378611326218,0.006181939039379358,0.0,0.7850087285041809,eitelsried_potatoe,2025-05-14,eitelsried_potatoe
0.10758421570062637,0.013196268118917942,0.0,0.6886633038520813,eitelsried_potatoe,2025-04-02,eitelsried_potatoe
0.0672515407204628,0.006354848854243755,0.0,0.7776257395744324,eitelsried_potatoe,2025-05-10,eitelsried_potatoe
0.06831932067871094,0.005710831843316555,0.0,0.6489174962043762,eitelsried_potatoe,2025-04-12,eitelsried_potatoe
0.07900262624025345,0.0075706904754042625,0.0,0.6611074209213257,eitelsried_potatoe,2025-04-05,eitelsried_potatoe
0.08634579926729202,0.009023018181324005,0.0,0.6983240246772766,eitelsried_potatoe,2025-04-04,eitelsried_potatoe
0.0690678283572197,0.006271354854106903,0.0,0.653900682926178,eitelsried_potatoe,2025-04-10,eitelsried_potatoe
0.05905453488230705,0.005028089042752981,0.0,0.749224066734314,eitelsried_potatoe,2025-05-02,eitelsried_potatoe
0.1471969187259674,0.021446337923407555,0.0,0.7123287916183472,eitelsried_potatoe,2025-05-30,eitelsried_potatoe
0.05755108222365379,0.004122174344956875,0.0,0.6551724076271057,eitelsried_potatoe,2025-05-12,eitelsried_potatoe
0.0773790255188942,0.007275806739926338,0.0,0.6527349352836609,eitelsried_potatoe,2025-04-07,eitelsried_potatoe
0.43176260590553284,0.05686443671584129,0.0,0.755786120891571,eitelsried_wheat,2025-04-02,eitelsried_wheat
0.4368820786476135,0.058448635041713715,0.0,0.7752042412757874,eitelsried_wheat,2025-04-07,eitelsried_wheat
0.44477003812789917,0.06038551405072212,0.0,0.750644862651825,eitelsried_wheat,2025-04-10,eitelsried_wheat
0.6597757935523987,0.13151562213897705,0.0,0.9189131855964661,eitelsried_wheat,2025-05-12,eitelsried_wheat
0.6347415447235107,0.12220211327075958,0.0,0.89958655834198,eitelsried_wheat,2025-05-02,eitelsried_wheat
0.6588940024375916,0.1311492621898651,0.0,0.9134178161621094,eitelsried_wheat,2025-05-10,eitelsried_wheat
0.5553668141365051,0.09343593567609787,0.0,0.8311787247657776,eitelsried_wheat,2025-04-27,eitelsried_wheat
0.42015302181243896,0.05472290515899658,0.0,0.7752459645271301,eitelsried_wheat,2025-04-04,eitelsried_wheat
0.4817110598087311,0.07101994007825851,0.0,0.8058962821960449,eitelsried_wheat,2025-04-12,eitelsried_wheat
0.4226069152355194,0.05495694652199745,0.0,0.7851239442825317,eitelsried_wheat,2025-04-05,eitelsried_wheat
