mean_VV,variance_VV,min_VV,max_VV,mean_VH,variance_VH,min_VH,max_VH,min_epsIA,max_epsIA,scene_id,field_id,acquisition_time,data_type,orbit_direction,relative_orbit
-12.613547325134277,133.237548828125,-36.9207878112793,0.0,-7.510810852050781,49.80185317993164,-22.30345344543457,0.0,0.0,40.099613189697266,S1A_IW_SLC__1SDV_20250524T170739_20250524T170806_059339_075D5F_E4AE,eitelsried_maize,2025-05-24 17:07:39,backscatter,Ascending,117
-11.825366020202637,117.17884063720703,-30.369136810302734,0.0,-6.459963321685791,37.8762321472168,-23.86649513244629,0.0,0.0,38.191749572753906,S1A_IW_SLC__1SDV_20250528T052659_20250528T052726_059390_075F2B_7E71,eitelsried_maize,2025-05-28 05:26:59,backscatter,Descending,168
-11.104289054870605,134.34231567382812,-34.39883041381836,0.0,-7.6597208976745605,65.6351089477539,-25.375843048095703,0.0,0.0,40.12039566040039,S1A_IW_SLC__1SDV_20250524T170739_20250524T170806_059339_075D5F_E4AE,eitelsried_potatoe,2025-05-24 17:07:39,backscatter,Ascending,117
-9.69436264038086,97.128173828125,-28.799850463867188,0.0,-6.132129669189453,40.64870071411133,-18.682945251464844,0.0,0.0,38.16815948486328,S1A_IW_SLC__1SDV_20250528T052659_20250528T052726_059390_075F2B_7E71,eitelsried_potatoe,2025-05-28 05:26:59,backscatter,Descending,168
-16.323638916015625,107.13086700439453,-32.38759231567383,0.0,-14.338194847106934,83.78732299804688,-27.35920524597168,0.0,0.0,40.06407928466797,S1A_IW_SLC__1SDV_20250524T170739_20250524T170806_059339_075D5F_E4AE,eitelsried_wheat,2025-05-24 17:07:39,backscatter,Ascending,117
-14.170328140258789,90.5856704711914,-28.466205596923828,0.0,-11.96604061126709,67.68865203857422,-24.797719955444336,0.0,0.0,38.19880294799805,S1A_IW_SLC__1SDV_20250528T052659_20250528T052726_059390_075F2B_7E71,eitelsried_wheat,2025-05-28 05:26:59,backscatter,Descending,168
